OrderID,OrderDate,Category,Sales,Quantity,Region,DeliveryStatus,ReturnRequested
ORD-10834,2026-02-14,Apparel,128.69,3,West,On-Time,No
ORD-10835,2026-01-27,Electronics,244.35,1,North,On-Time,No
ORD-10836,2026-03-14,Apparel,81.15,4,North,On-Time,No
ORD-10837,2026-01-26,Home,357.95,4,West,On-Time,No
ORD-10838,2026-02-16,Books,336.76,1,East,On-Time,No
ORD-10839,2026-03-27,Home,113.45,2,South,On-Time,No
ORD-10840,2026-02-25,Books,433.07,1,South,On-Time,Yes
ORD-10841,2026-03-04,Home,206.64,1,South,Delayed,No
ORD-10842,2026-02-17,Electronics,153.33,2,East,On-Time,No
ORD-10843,2026-03-02,Apparel,84.64,4,North,On-Time,No
ORD-10844,2026-03-22,Electronics,140.42,3,South,On-Time,Yes
ORD-10845,2026-01-26,Electronics,20.79,1,East,On-Time,No
ORD-10846,2026-02-05,Books,295.8,2,North,Delayed,No
ORD-10847,2026-01-01,Apparel,422.69,1,West,On-Time,No
ORD-10848,2026-01-08,Apparel,279.0,2,South,On-Time,No
ORD-10849,2026-02-21,Electronics,117.44,3,North,On-Time,No
ORD-10850,2026-03-20,Apparel,26.5,3,South,Delayed,No
ORD-10851,2026-02-16,Electronics,115.17,4,South,On-Time,No
ORD-10852,2026-02-25,Electronics,213.9,2,South,On-Time,No
ORD-10853,2026-03-27,Home,382.21,2,North,On-Time,No
ORD-10854,2026-01-14,Electronics,102.04,4,East,On-Time,No
ORD-10855,2026-03-31,Home,362.7,4,North,On-Time,No
ORD-10856,2026-01-28,Electronics,434.8,2,South,Delayed,Yes
ORD-10857,2026-03-28,Electronics,232.43,4,North,On-Time,No
ORD-10858,2026-03-19,Electronics,412.5,3,West,On-Time,No
ORD-10859,2026-03-29,Apparel,281.78,1,East,On-Time,No
ORD-10860,2026-01-02,Home,322.17,3,North,On-Time,No
ORD-10861,2026-01-26,Apparel,267.88,4,West,On-Time,No
ORD-10862,2026-01-14,Apparel,236.95,2,East,Cancelled,No
ORD-10863,2026-02-28,Home,124.98,2,West,On-Time,No
ORD-10864,2026-02-25,Electronics,158.57,3,East,On-Time,No
ORD-10865,2026-01-07,Apparel,152.09,2,North,On-Time,No
ORD-10866,2026-01-03,Books,286.01,4,West,On-Time,No
ORD-10867,2026-01-23,Home,68.78,3,South,On-Time,No
ORD-10868,2026-01-18,Apparel,459.23,2,West,On-Time,No
ORD-10869,2026-02-07,Books,363.12,1,East,On-Time,No
ORD-10870,2026-01-15,Home,206.71,1,North,On-Time,No
ORD-10871,2026-03-05,Electronics,87.73,4,East,On-Time,No
ORD-10872,2026-03-30,Home,442.18,2,West,On-Time,No
ORD-10873,2026-01-28,Apparel,413.65,4,West,On-Time,No
ORD-10874,2026-03-15,Apparel,363.64,3,South,Delayed,Yes
ORD-10875,2026-02-08,Apparel,143.06,1,North,On-Time,No
ORD-10876,2026-02-26,Apparel,207.2,3,North,On-Time,No
ORD-10877,2026-01-17,Home,60.35,2,West,On-Time,No
ORD-10878,2026-03-27,Apparel,102.63,4,North,On-Time,Yes
ORD-10879,2026-03-31,Books,393.68,4,South,On-Time,No
ORD-10880,2026-02-13,Home,360.37,4,East,On-Time,No
ORD-10881,2026-01-25,Electronics,300.81,3,North,On-Time,No
ORD-10882,2026-01-17,Home,448.91,1,West,On-Time,No
ORD-10883,2026-01-13,Electronics,295.8,3,East,On-Time,No
ORD-10884,2026-03-25,Apparel,238.81,3,East,On-Time,No
ORD-10885,2026-01-25,Home,176.78,2,South,Delayed,No
ORD-10886,2026-03-09,Electronics,470.82,2,West,On-Time,No
ORD-10887,2026-01-10,Apparel,50.53,2,North,On-Time,No
ORD-10888,2026-03-08,Electronics,466.13,1,West,On-Time,No
ORD-10889,2026-01-18,Electronics,415.09,1,East,On-Time,No
ORD-10890,2026-03-27,Apparel,73.67,2,West,On-Time,No
ORD-10891,2026-02-03,Apparel,286.84,2,North,On-Time,No
ORD-10892,2026-01-08,Books,434.61,1,North,Delayed,No
ORD-10893,2026-02-09,Apparel,290.19,4,South,Delayed,No
ORD-10894,2026-03-24,Apparel,454.53,1,North,On-Time,No
ORD-10895,2026-02-11,Apparel,472.06,1,North,On-Time,No
ORD-10896,2026-02-10,Electronics,216.97,1,West,Delayed,Yes
ORD-10897,2026-01-06,Books,194.88,2,West,On-Time,No
ORD-10898,2026-02-21,Home,468.8,4,East,Delayed,No
ORD-10899,2026-01-26,Home,340.82,1,South,On-Time,No
ORD-10900,2026-03-05,Electronics,66.85,2,West,On-Time,No
ORD-10901,2026-02-28,Apparel,30.72,3,North,On-Time,No
ORD-10902,2026-02-25,Apparel,286.67,3,East,On-Time,No
ORD-10903,2026-02-28,Books,465.78,1,West,On-Time,No
ORD-10904,2026-03-11,Electronics,423.68,3,South,On-Time,No
ORD-10905,2026-02-02,Apparel,341.17,4,South,On-Time,No
ORD-10906,2026-02-22,Books,78.17,3,East,On-Time,No
ORD-10907,2026-01-22,Apparel,134.57,3,East,On-Time,No
ORD-10908,2026-01-21,Apparel,439.0,4,East,On-Time,No
ORD-10909,2026-03-11,Electronics,99.58,1,East,On-Time,No
ORD-10910,2026-03-11,Books,146.44,1,East,On-Time,No
ORD-10911,2026-01-04,Electronics,73.5,4,North,On-Time,No
ORD-10912,2026-03-16,Home,341.29,4,North,Delayed,No
ORD-10913,2026-03-03,Home,472.55,4,West,Delayed,No
ORD-10914,2026-03-03,Electronics,141.79,3,South,On-Time,No
ORD-10915,2026-01-24,Home,242.95,4,North,On-Time,No
ORD-10916,2026-02-24,Electronics,320.83,2,North,On-Time,No
ORD-10917,2026-01-09,Electronics,499.74,3,North,Cancelled,No
ORD-10918,2026-01-03,Home,61.36,1,West,On-Time,No
ORD-10919,2026-01-31,Books,254.3,1,East,On-Time,No
ORD-10920,2026-02-09,Home,198.71,1,West,On-Time,No
ORD-10921,2026-02-05,Apparel,434.25,3,South,On-Time,No
ORD-10922,2026-01-24,Electronics,243.22,2,South,On-Time,No
ORD-10923,2026-01-06,Electronics,64.38,4,South,On-Time,No
ORD-10924,2026-03-07,Electronics,320.87,4,South,Delayed,No
ORD-10925,2026-03-25,Electronics,387.68,1,North,Cancelled,No
ORD-10926,2026-03-16,Apparel,11.41,1,North,On-Time,No
ORD-10927,2026-01-04,Apparel,430.89,3,West,On-Time,No
ORD-10928,2026-03-20,Apparel,101.15,2,East,On-Time,No
ORD-10929,2026-01-06,Electronics,280.51,4,South,On-Time,No
ORD-10930,2026-02-20,Apparel,213.74,3,West,On-Time,No
ORD-10931,2026-03-03,Books,362.63,4,North,On-Time,No
ORD-10932,2026-02-26,Electronics,191.87,1,North,On-Time,Yes
ORD-10933,2026-03-07,Books,436.18,4,East,On-Time,No
ORD-10934,2026-03-20,Books,367.94,2,East,On-Time,No
ORD-10935,2026-03-16,Electronics,327.38,2,East,On-Time,No
ORD-10936,2026-01-08,Home,400.16,1,West,On-Time,No
ORD-10937,2026-01-26,Apparel,379.47,2,North,Cancelled,No
ORD-10938,2026-02-20,Apparel,27.61,2,North,Delayed,No
ORD-10939,2026-02-14,Apparel,203.42,3,East,Delayed,Yes
ORD-10940,2026-02-13,Apparel,466.1,4,South,On-Time,No
ORD-10941,2026-01-05,Apparel,71.6,1,East,On-Time,No
ORD-10942,2026-03-11,Apparel,371.18,1,West,On-Time,No
ORD-10943,2026-01-26,Home,487.55,1,East,Delayed,No
ORD-10944,2026-03-09,Home,35.58,1,East,On-Time,No
ORD-10945,2026-01-19,Apparel,344.28,1,West,On-Time,No
ORD-10946,2026-03-25,Home,239.4,2,East,On-Time,Yes
ORD-10947,2026-01-20,Electronics,293.8,3,North,On-Time,No
ORD-10948,2026-01-12,Electronics,51.82,1,South,On-Time,Yes
ORD-10949,2026-02-16,Books,31.07,3,East,On-Time,No
ORD-10950,2026-01-01,Apparel,336.76,3,West,On-Time,No
ORD-10951,2026-03-31,Electronics,413.42,2,South,On-Time,No
ORD-10952,2026-01-14,Electronics,393.19,1,West,Delayed,No
ORD-10953,2026-03-05,Electronics,276.46,2,South,On-Time,No
ORD-10954,2026-02-07,Books,58.93,1,South,On-Time,No
ORD-10955,2026-02-06,Apparel,347.14,2,East,On-Time,Yes
ORD-10956,2026-01-11,Books,128.53,3,North,Delayed,No
ORD-10957,2026-03-18,Apparel,456.42,1,East,On-Time,Yes
ORD-10958,2026-01-03,Apparel,420.75,4,West,Cancelled,No
ORD-10959,2026-02-02,Apparel,357.6,3,West,On-Time,No
ORD-10960,2026-01-06,Home,474.93,4,South,Cancelled,No
ORD-10961,2026-02-19,Electronics,25.4,3,South,Delayed,No
ORD-10962,2026-01-10,Books,370.74,2,North,On-Time,No
ORD-10963,2026-01-05,Books,171.82,1,East,On-Time,No
ORD-10964,2026-01-23,Apparel,453.97,3,West,On-Time,No
ORD-10965,2026-01-10,Books,140.67,2,South,On-Time,No
ORD-10966,2026-02-13,Books,365.18,1,North,On-Time,No
ORD-10967,2026-01-02,Home,440.05,1,West,On-Time,No
ORD-10968,2026-01-13,Electronics,30.41,3,South,On-Time,No
ORD-10969,2026-02-09,Apparel,204.85,1,West,On-Time,No
ORD-10970,2026-01-02,Apparel,383.53,3,North,On-Time,No
ORD-10971,2026-03-25,Electronics,232.91,1,North,On-Time,No
ORD-10972,2026-03-06,Electronics,140.95,4,West,On-Time,Yes
ORD-10973,2026-03-04,Home,117.7,2,East,On-Time,No
ORD-10974,2026-03-14,Electronics,74.44,4,West,On-Time,No
ORD-10975,2026-01-17,Apparel,429.99,3,South,On-Time,Yes
ORD-10976,2026-01-09,Books,291.92,4,East,Delayed,No
ORD-10977,2026-03-16,Books,47.43,3,South,On-Time,No
ORD-10978,2026-01-15,Electronics,197.46,1,West,On-Time,No
ORD-10979,2026-01-24,Books,190.19,1,East,On-Time,No
ORD-10980,2026-02-07,Electronics,99.05,3,South,On-Time,No
ORD-10981,2026-02-04,Electronics,223.4,4,West,Delayed,No
ORD-10982,2026-02-18,Home,172.73,1,West,Delayed,No
ORD-10983,2026-03-10,Apparel,177.48,2,East,On-Time,No
ORD-10984,2026-03-03,Apparel,372.12,1,West,On-Time,No
ORD-10985,2026-03-01,Apparel,119.4,2,North,On-Time,No
ORD-10986,2026-02-19,Electronics,324.51,4,South,On-Time,No
ORD-10987,2026-03-19,Electronics,289.62,2,South,Delayed,No
ORD-10988,2026-03-16,Apparel,288.37,2,West,On-Time,No
ORD-10989,2026-01-09,Home,334.87,2,West,On-Time,No
ORD-10990,2026-02-03,Home,278.71,2,North,On-Time,Yes
ORD-10991,2026-03-17,Electronics,440.84,1,East,On-Time,No
ORD-10992,2026-02-04,Apparel,341.03,2,West,On-Time,No
ORD-10993,2026-01-01,Electronics,278.01,1,West,On-Time,No
ORD-10994,2026-02-09,Electronics,416.58,2,West,On-Time,No
ORD-10995,2026-03-05,Home,307.01,3,West,On-Time,No
ORD-10996,2026-01-22,Electronics,152.66,4,South,On-Time,No
ORD-10997,2026-03-01,Electronics,111.48,2,West,Delayed,No
ORD-10998,2026-03-05,Home,84.64,3,South,On-Time,No
ORD-10999,2026-03-13,Home,450.73,2,West,On-Time,No
